"","y","DisputedAccountsExcluded","PublicRecordsCount","InstallmentBalance","RealEstateBalance","RevolvingBalance","PastDueAmount","MonthlyPayment","RealEstatePayment","RevolvingAvailablePercent","TotalInquiries","InquiriesDuringLast6Months","TotalTradeItems","PaidAccounts","SatisfactoryAccounts","NowDelinquentDerog","PctNegTradesNow","PctNegTradesWas","PctNegTradesTotal","WasDelinquentDerog","OldesttradeopenYearsAgo","DelinquenciesOver30Days","DelinquenciesOver60Days","DelinquenciesOver90Days","DerogCounter","SocialCount","AddressCount","SSN.years.ago","FICO2.SCORE","VantageScore3.SCORE","TIB","SSN.Missing","FICO700","FS1","FS2","FS3","FS4","FS9","FS10","FS11","FS12","FS13","FS16","FS17","FS19","FS20","FS27","BusinessRecordTimeOldest","BusinessRecordTimeNewest","BusinessActivity03Month","BusinessActivity06Month","BusinessActivity12Month","BusinessAddrCount","FirmAgeEstablished","FirmEmployeeCount","FirmReportedSales","FirmReportedEarnings","OrgLocationCount","OrgRelatedCount","OrgLegalEntityCount","OrgAddrLegalEntityCount","SOSTimeIncorporation","SOSTimeAgentChange","SOSEverDefunct","SOSStateCount","BankruptcyCount","BankruptcyCount12Month","BankruptcyCount24Month","BankruptcyTimeNewest","LienCount","LienCount12Month","LienCount24Month","LienTimeNewest","LienTimeOldest","LienDollarTotal","JudgmentCount","JudgmentCount12Month","JudgmentCount24Month","JudgmentTimeNewest","JudgmentTimeOldest","JudgmentDollarTotal","LienJudgmentDollarTotal","AssetPropertyCount","AssetPropertyStateCount","AssetPropertyLotSizeTotal","AssetPropertyAssessedTotal","AssetPropertySqFootageTotal","AssetAircraftCount","AssetWatercraftCount","UCCCount","UCCTimeNewest","UCCTimeOldest","InquiryHighRisk12Month","InquiryHighRisk03Month","InquiryCredit12Month","InquiryCredit03Month","Inquiry12Month","Inquiry03Month","InquiryConsumerAddress","InquiryConsumerPhone","InquiryConsumerAddressSSN","BusExecLinkPropertyOverlapCount","BusExecLinkBusAddrAuthRepOwned","BusExecLinkUtilityOverlapCount","BusExecLinkInquiryOverlapCount","BusExecLinkPropertyOverlapCount2","BusExecLinkBusAddrAuthRep2Owned","BusExecLinkUtilityOverlapCount2","BusExecLinkInquiryOverlapCount2","BusExecLinkPropertyOverlapCount3","BusExecLinkUtilityOverlapCount3","BusExecLinkInquiryOverlapCount3","InputAddrConsumerCount","InputAddrSourceCount","InputAddrLotSize","InputAddrAssessedTotal","InputAddrSqFootage","InputPhoneEntityCount","AssociateCount","AssociateHighCrimeAddrCount","AssociateFelonyCount","AssociateCountWithFelony","AssociateBankruptCount","AssociateCountWithBankruptcy","AssociateBankrupt1YearCount","AssociateLienCount","AssociateCountWithLien","AssociateJudgmentCount","AssociateCountWithJudgment","AssociateHighRiskAddrCount","AssociateWatchlistCount","AssociateBusinessCount","AssociateCityCount","AssociateCountyCount","InputCheckAuthRepPhone","InputCheckAuthRep2FirstName","InputCheckAuthRep2LastName","InputCheckAuthRep2Addr","InputCheckAuthRep2City","InputCheckAuthRep2State","InputCheckAuthRep2SSN","InputCheckAuthRep2Phone","VerificationBusInputName","VerificationBusInputAddr","VerificationBusInputPhone","VerificationBusInputFEIN","BusinessRecordUpdated12Month","FirmIRSRetirementPlan","FirmNonProfit","OrgParentCompany","OrgSingleLocation","SOSForeignStateFlag","BankruptcyChapter","LienType","JudgmentType","GovernmentDebarred","BusExecLinkAuthRepNameOnFile","BusExecLinkAuthRepAddrOnFile","BusExecLinkAuthRepSSNOnFile","BusExecLinkAuthRepPhoneOnFile","BusExecLinkBusNameAuthRepFirst","BusExecLinkBusNameAuthRepLast","BusExecLinkBusNameAuthRepFull","BusExecLinkAuthRepSSNBusFEIN","BusExecLinkAuthRepAddrBusAddr","BusExecLinkAuthRepPhoneBusPhone","BusExecLinkAuthRep2NameOnFile","BusExecLinkAuthRep2AddrOnFile","BusExecLinkAuthRep2PhoneOnFile","BusExecLinkAuthRep2SSNOnFile","BusExecLinkBusNameAuthRep2First","BusExecLinkBusNameAuthRep2Last","BusExecLinkBusNameAuthRep2Full","BusExecLinkAuthRep2SSNBusFEIN","BusExecLinkAuthRep2AddrBusAddr","BusExecLinkAuthRep2PhoneBusPhone","BusFEINPersonOverlap","BusFEINPersonAddrOverlap","BusFEINPersonPhoneOverlap","BusAddrPersonNameOverlap","InputAddrType","InputAddrBusinessOwned","InputPhoneProblems","InputPhoneMobile","IP224_SCORE","IP224_SCOREind","IP224Missing","HRD_SSN2","SSNAddressVariance","SecurityStatementPresent"
"1293",0,0,0,75007,0,82387,599,2951,0,49,31,7,30,18,22,1,0.033333333,0.233333333,0.266666667,7,22,13,7,7,9,3,1,43,604,585,5.95890411,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,92,2,1,2,3,2,-1,-1,0,0,4,1,1,1,80,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,298922,0,0,0,6,13,43,0,0,0,0,1,1,1,1,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,3,7,8225,1039897,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,2,2,2,1,1,2,5,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,6,3,37,2,1,1,1,1
"1294",0,0,1,24380,0,976,0,766,0,2,26,4,6,2,5,0,0,0.166666667,0.166666667,1,20,2,2,0,2,1,5,28,661,607,4.326027397,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,28,3,1,2,2,1,-1,-1,-1,-1,1,1,1,1,50,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,12,0,3920,300399,939,0,1,1,0,0,2,1,0,0,0,1,1,0,0,1,0,1,2,1,1,1,1,1,1,1,2,2,2,2,3,2,2,3,3,2,2,1,1,2,5,3,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,6,3,24,2,1,1,1,1
"1295",0,0,0,4060,571401,5266,5910,611,3423,0,5,1,8,4,3,2,0.25,0.375,0.625,3,12,28,8,37,14,1,1,30,535,575,4.652054795,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,60,1,2,2,2,1,-1,-1,-1,-1,1,1,1,2,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,7,3,7122,202305,4720,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,1,1,2,2,2,2,2,2,2,2,3,4,4,2,3,2,2,3,2,1,2,1,1,2,5,3,4,3,2,2,2,2,2,2,4,3,3,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,28,2,1,1,1,1
"1296",0,0,0,34062,0,17166,0,1206,0,12,10,3,16,6,15,0,0,0.0625,0.0625,1,7,1,1,0,0,2,1,7,604,589,1.208219178,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,10,2,2,2,2,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,24,0,1700,634000,3740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,2,3,2,3,2,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,2,2,28,2,1,1,1,1
"1297",0,0,0,37539,0,1464,1843,740,0,47,11,4,17,5,7,5,0.294117647,0.294117647,0.588235294,5,11,4,1,32,21,1,0,42,537,539,3.104109589,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,73,17,1,1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,3,3,3,3,3,2,3,2,5,2,1,1,1,1
"1298",0,0,1,122995,0,7010,2488,1037,0,70,10,3,33,22,17,2,0.060606061,0.424242424,0.484848485,14,11,0,0,18,29,3,3,39,659,634,6.876712329,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,62,2,2,2,2,0,-1,-1,-1,-1,4,1,1,1,-1,-1,-1,0,0,0,0,-1,5,0,0,49,62,55034,0,0,0,-1,-1,-1,55033,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,4,4,6970,63514,2400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,4,4,4,3,2,2,3,2,1,2,5,1,2,2,2,2,2,2,2,2,2,2,3,5,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,48,2,1,1,1,1
"1299",0,0,0,94431,71591,42545,0,3306,1536,55,5,3,36,20,36,0,0,0,0,0,22,0,0,0,0,2,0,56,698,673,43.15342466,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,222,8,1,1,1,1,-1,-1,-1,-1,4,1,1,1,167,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,6500,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,1,1,1,1,1,1,2,4,3,3,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,3,4,3,2,1,2,2,2,77,2,1,1,1,1
"1300",0,0,0,8653,484445,15820,0,859,3802,56,11,5,30,17,18,0,0,0.4,0.4,12,23,14,24,12,9,0,16,31,642,644,11.15890411,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,128,1,2,3,3,1,-1,2,0,0,1,1,1,1,133,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,2500,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,5,31462,2978854,52801,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,3,2,2,1,1,2,3,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,2,2,97,2,1,1,1,1
"1301",0,0,0,27173,327881,47346,0,1142,1782,28,4,2,23,12,17,0,0,0.260869565,0.260869565,6,23,24,6,3,1,1,1,43,667,678,16.13424658,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,228,1,1,2,2,3,-1,2,-1,-1,4,1,1,1,192,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,2,13,26,0,0,0,0,0,0,0,0,0,0,1,0,2,-1,-1,-1,-1,-1,-1,-1,7,0,15764,396337,1233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,1,1,1,1,1,1,3,3,4,3,3,3,2,3,2,2,2,1,1,2,5,3,4,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,6,3,34,2,1,1,1,1
"1302",0,0,0,22190,315066,27672,0,1071,2461,79,13,6,33,23,33,0,0,0,0,0,31,0,0,0,0,2,1,42,760,767,3.295890411,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,37,1,0,0,0,8,-1,-1,-1,-1,4,1,1,1,37,17,0,2,0,0,0,-1,1,1,1,3,3,1496,0,0,0,-1,-1,-1,1495,0,0,0,-1,0,0,0,5,1,19,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,2,4,3,2,2,3,2,2,2,5,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,8,2,34,1,1,1,1,1
"1303",0,0,0,106984,40507,12507,167,2389,605,52,27,6,21,4,18,1,0.047619048,0.095238095,0.142857143,2,11,13,1,0,68,3,9,48,664,665,6.389041096,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,76,2,1,2,2,4,-1,-1,-1,-1,4,1,1,1,76,0,0,1,0,0,0,-1,1,0,0,49,49,1017,0,0,0,-1,-1,-1,1016,0,0,0,-1,0,0,0,7,5,32,0,0,0,0,1,1,1,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,8,3,15731,768714,5263,0,3,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,2,2,2,5,1,2,5,3,4,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,6,3,63,2,1,1,1,1
"1304",0,0,0,5073,684314,7923,0,660,4984,90,8,3,37,25,37,0,0,0,0,0,17,0,0,0,0,1,2,21,762,778,0.876712329,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,169,4,1,2,4,4,-1,1,-1,-1,4,1,1,1,170,0,2,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,6355,0,0,0,1,11,11,0,0,1,0,1,1,0,0,0,0,0,0,3,0,-1,0,0,-1,-1,-1,0,6,0,9737,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,2,2,2,2,2,2,2,2,3,4,2,2,3,3,2,3,2,2,2,1,1,2,4,4,4,3,2,2,2,2,3,2,5,4,3,4,2,2,2,2,3,2,3,3,3,2,3,2,6,3,34,1,1,1,1,1
"1305",0,0,1,17495,0,0,525,927,0,100,6,1,20,14,19,1,0.05,0,0.05,0,18,0,0,0,4,0,1,19,693,701,5.673972603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,7,1,1,1,0,-1,-1,-1,-1,1,1,1,1,67,67,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,3,1,0,2120,1180,0,0,0,-1,-1,1,0,1,0,1,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,4,3,43739,323200,2395,0,2,0,0,0,1,1,0,3,2,0,0,0,0,6,2,2,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,3,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,4,3,6,2,1,1,1,1
"1306",0,0,0,0,0,6741,0,114,0,63,3,3,5,3,3,0,0,0.4,0.4,2,40,1,1,4,2,4,0,46,671,716,8.046575342,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,102,4,1,2,2,2,-1,-1,-1,-1,2,1,1,1,98,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,16530,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,-1,0,0,-1,-1,-1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7,1,1,2,2,2,2,2,2,2,2,3,4,4,2,3,2,2,3,2,2,2,1,1,2,5,4,4,4,2,2,2,2,3,3,4,4,4,3,2,2,2,2,3,3,3,3,3,3,1,2,2,3,46,2,1,1,1,1
"1307",0,0,0,16137,0,996,2738,455,0,0,0,0,8,3,3,4,0.5,0.125,0.625,1,11,7,1,4,86,1,0,38,624,574,3.547945205,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,24,1,0,0,0,0,-1,-1,0,0,1,1,1,1,-1,-1,-1,0,0,0,0,-1,5,2,4,1,24,35112,0,0,0,-1,-1,-1,35111,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,1,2,5,1,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,6,2,1,1,1,1
"1308",0,0,0,0,0,303,0,70,0,86,8,3,3,0,3,0,0,0,0,0,1,0,0,0,0,2,3,33,705,717,0.679452055,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,9,1,2,2,4,1,-1,-1,-1,-1,1,1,1,1,7,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,13,3,7443,260250,2244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,4,4,2,3,2,2,3,3,2,2,1,1,2,2,4,3,3,2,2,2,2,3,2,5,4,3,4,2,2,2,2,3,2,2,2,2,3,2,3,6,3,34,1,1,1,1,1
"1309",1,0,1,21536,0,6869,0,995,0,1,7,2,14,12,9,0,0,0.357142857,0.357142857,5,17,13,2,4,14,3,3,33,646,626,4.235616438,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,56,1,3,3,4,2,-1,-1,-1,-1,1,1,1,1,50,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2,5,73616,1974800,32760,1,3,0,0,0,0,0,0,0,0,1,1,0,0,8,2,2,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,3,2,2,1,1,2,5,4,4,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,92,2,1,1,1,1
"1310",0,0,0,16777,287544,7758,0,655,2613,18,7,2,15,8,13,0,0,0.133333333,0.133333333,2,12,2,1,0,0,0,0,32,672,630,3.602739726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,4,1,2,2,2,-1,-1,-1,-1,3,1,1,1,42,42,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,1,1,1,1,1,1,2,2,2,2,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,6,3,56,2,1,1,1,1
"1311",0,0,1,33020,0,626,1272,685,0,0,24,11,10,4,5,3,0.3,0.2,0.5,2,12,7,2,4,99,2,0,23,611,546,5.301369863,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,61,61,1,1,1,0,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,2,0,1,19,26,8000,7999,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,6,2,6181,347554,2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,2,2,2,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,6,3,6,2,1,1,1,1
"1312",0,0,0,8783,0,9082,16648,71,0,65,15,1,19,14,11,3,0.157894737,0.263157895,0.421052632,5,17,67,23,4,55,1,0,38,590,561,4.745205479,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,106,1,3,3,3,5,-1,-1,-1,-1,6,1,1,1,106,0,2,1,0,0,0,-1,0,0,0,-1,-1,-1,1,0,0,37,37,23524,23523,1,1,0,496100,986,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,2,2,0,0,5,4,4,2,1,1,1,1,1,1,1,2,3,3,2,3,2,2,3,2,2,2,1,2,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,2,2,34,1,2,1,1,1
"1313",0,0,0,148070,473423,27203,0,1829,2969,83,8,6,55,26,55,0,0,0,0,0,20,0,0,0,0,4,4,24,733,781,0.504109589,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,116,20,1,1,1,0,-1,1,-1,-1,4,1,1,1,116,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,420,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,1,2,3,2,35,2,1,1,1,1
"1314",0,0,2,0,156936,8644,1501,436,1457,0,1,0,16,14,7,1,0.0625,0.5,0.5625,8,16,24,17,12,22,0,0,31,596,534,9.306849315,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,103,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,99,99,0,0,0,0,0,0,0,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,4,5,43560000,349100,2404,0,1,0,0,0,0,0,0,3,1,0,0,0,0,2,1,1,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,3,1,2,1,1,2,5,4,4,3,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,6,3,27,2,1,1,1,1
"1315",0,0,0,57404,296953,4578,1860,1880,1103,32,14,2,25,11,18,7,0.28,0,0.28,0,14,0,0,0,69,0,0,29,640,656,0.756164384,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,136,1,0,0,0,1,-1,-1,-1,-1,2,1,1,1,136,0,0,1,0,0,0,-1,2,2,2,1,1,1056,0,0,0,-1,-1,-1,1055,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,10,2,17424,611824,1634,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,2,2,2,4,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,24,2,1,1,1,1
"1316",0,0,0,46193,0,8303,0,1547,0,20,24,7,15,5,13,0,0,0.133333333,0.133333333,2,15,2,2,4,36,3,4,35,649,626,8.361643836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,293,7,1,1,1,2,-1,-1,-1,-1,2,1,1,1,-1,-1,-1,0,0,0,0,-1,2,0,0,25,36,140,0,0,0,-1,-1,-1,139,1,0,0,2750,1526,0,0,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,2,2,2,3,2,2,3,2,1,2,5,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,2,6,2,9,2,1,1,1,1
"1317",0,0,1,47080,322120,3353,0,1408,2437,94,4,3,26,17,25,0,0,0.038461538,0.038461538,1,22,1,0,0,0,0,0,39,731,759,1.016438356,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,168,2,2,3,1,4,-1,-1,-1,-1,4,1,1,1,170,8,0,3,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,5,1,0,6571,0,0,0,3,4,17,0,0,1,0,1,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3,3,152460,510770,3679,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,2,3,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,6,3,6,2,1,1,1,1
"1318",0,0,0,44688,624743,33512,0,2813,3657,55,10,3,35,27,34,0,0,0.028571429,0.028571429,1,34,1,0,0,0,2,5,35,740,696,12.64109589,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,152,1,1,2,2,2,-1,-1,-1,-1,3,1,1,1,153,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3,1,10787,1327151,6600,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,2,91,2,1,1,1,1
"1319",0,0,0,31731,0,4178,0,893,0,63,16,3,11,6,7,0,0,0.363636364,0.363636364,4,10,6,1,5,0,0,0,27,640,632,7.145205479,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,84,1,2,3,3,2,-1,-1,-1,-1,5,1,1,1,84,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,19636,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,2,-1,-1,-1,6,3,0,38974,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,2,2,2,2,2,2,2,3,4,4,2,3,2,2,3,2,2,2,1,1,2,4,4,3,3,2,2,2,2,3,2,5,4,3,4,2,2,2,2,3,2,3,3,3,3,3,2,3,2,49,2,1,1,1,1
